against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,is_legendary,Adaptability,Aftermath,Air Lock,Analytic,Anger Point,Anticipation,Arena Trap,Aroma Veil,Aura Break,Bad Dreams,Battery,Battle Armor,Battle Bond,Beast Boost,Berserk,Big Pecks,Blaze,Bulletproof,Cheek Pouch,Chlorophyll,Clear Body,Cloud Nine,Color Change,Comatose,Competitive,Compoundeyes,Contrary,Corrosion,Cursed Body,Cute Charm,Damp,Dancer,Dark Aura,Dazzling,Defeatist,Defiant,Disguise,Download,Drizzle,Drought,Dry Skin,Early Bird,Effect Spore,Electric Surge,Emergency Exit,Fairy Aura,Filter,Flame Body,Flare Boost,Flash Fire,Flower Gift,Flower Veil,Fluffy,Forecast,Forewarn,Friend Guard,Frisk,Full Metal Body,Fur Coat,Gale Wings,Galvanize,Gluttony,Gooey,Grass Pelt,Grassy Surge,Guts,Harvest,Healer,Heatproof,Heavy Metal,Honey Gather,Huge Power,Hustle,Hydration,Hyper Cutter,Ice Body,Illuminate,Illusion,Immunity,Imposter,Infiltrator,Innards Out,Inner Focus,Insomnia,Intimidate,Iron Barbs,Iron Fist,Justified,Keen Eye,Klutz,Leaf Guard,Levitate,Light Metal,Lightningrod,Limber,Liquid Ooze,Liquid Voice,Long Reach,Magic Bounce,Magic Guard,Magician,Magma Armor,Magnet Pull,Marvel Scale,Mega Launcher,Merciless,Minus,Misty Surge,Mold Breaker,Moody,Motor Drive,Moxie,Multiscale,Multitype,Mummy,Natural Cure,No Guard,Normalize,Oblivious,Overcoat,Overgrow,Own Tempo,Pickpocket,Pickup,Pixilate,Plus,Poison Heal,Poison Point,Poison Touch,Power Construct,Power of Alchemy,Prankster,Pressure,Prism Armor,Protean,Psychic Surge,Pure Power,Queenly Majesty,Quick Feet,RKS System,Rain Dish,Rattled,Receiver,Reckless,Refrigerate,Regenerator,Rivalry,Rock Head,Rough Skin,Run Away,Sand Force,Sand Rush,Sand Stream,Sand Veil,Sap Sipper,Schooling,Scrappy,Serene Grace,Shadow Shield,Shadow Tag,Shed Skin,Sheer Force,Shell Armor,Shield Dust,Shields Down,Simple,Skill Link,Slow Start,Slush Rush,Sniper,Snow Cloak,Snow Warning,Solar Power,Solid Rock,Soul-Heart,Soundproof,Speed Boost,Stakeout,Stall,Stamina,Stance Change,Static,Steadfast,Steelworker,Stench,Sticky Hold,Storm Drain,Strong Jaw,Sturdy,Suction Cups,Super Luck,Surge Surfer,Swarm,Sweet Veil,Swift Swim,Symbiosis,Synchronize,Tangled Feet,Tangling Hair,Technician,Telepathy,Teravolt,Thick Fat,Tinted Lens,Torrent,Tough Claws,Toxic Boost,Trace,Triage,Truant,Turboblaze,Unaware,Unburden,Unnerve,Victory Star,Vital Spirit,Volt Absorb,Water Absorb,Water Bubble,Water Compaction,Water Veil,Weak Armor,White Smoke,Wimp Out,Wonder Guard,Wonder Skin ,Zen Mode,type1_group1,type1_group10,type1_group2,type1_group3,type1_group4,type1_group5,type1_group6,type1_group7,type1_group8,type1_group9,type2_group1,type2_group2,type2_group3,type2_group4,type2_group5,type2_group6,type2_group7,generation_1,generation_2,generation_4,generation_7,"generation_3, 5, 6"
0.13790702992603973,-0.12448178802883851,0.11084230114616637,-0.7787591316196969,-0.9243158204177292,-0.6180842140832338,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,0.7072690206521747,0.5635576815151876,0.17648115362821826,1.718286849424114,-0.44426427203957913,-0.02465633532528468,-0.8741762704374366,-0.9717716426679655,-0.33029890415295116,0.3265801144203949,-1.0707302142083188,-0.63473354405899,Seed Pokémon,-0.8758178989893626,-0.029464370606996203,-0.5090918410126223,-0.9976367439191206,Fushigidaneフシギダネ,Bulbasaur,2.0731277456827653,-1.6900174626678237,-0.2846780349693554,-0.3040154567102929,-0.8240381867276743,-0.5525642709515279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-1.0094794590586114,-1.1499159230782798,-2.3160207134225317,-0.13533549953669005,-0.9243158204177292,-0.01732946394625883,0.948998485637773,-1.033788551105917,-0.03908249032061398,-0.5202963625509466,1.0255217110263213,-1.001679164776507,-1.0312722199155475,-1.393917988817531,-0.845277989884068,-1.0236183070504412,-0.02465633532528468,-0.17684678145953892,0.41857020062879624,3.2479392241706866,-3.3955384499326016,1.2925718156920816,-1.213577141417864,Artificial Pokémon,1.1379545015342067,1.2410356663107416,-0.24067332914791917,0.3866757493108799,Magearnaマギアナ,Magearna,-0.20242129743956855,1.6122242680499532,1.6715339257857582,1.4843107592326066,-0.12940822587921919,0.11386178792182784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.13790702992603973,-0.12448178802883851,0.11084230114616637,-0.7787591316196969,-0.9243158204177292,-0.6180842140832338,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,0.7072690206521747,0.5635576815151876,0.17648115362821826,1.718286849424114,-0.44426427203957913,-0.02465633532528468,-0.8741762704374366,-0.5788489478232285,-0.33029890415295116,0.3265801144203949,-0.34162639647308896,-0.63473354405899,Seed Pokémon,-0.44865405645406,-0.029464370606996203,-0.24067332914791917,-0.4043599611062632,Fushigisouフシギソウ,Ivysaur,2.0731277456827653,-1.6858896605044267,0.1667554944356708,0.23248240807257695,-0.303065716091333,-0.49733058944164377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.13790702992603973,-0.12448178802883851,0.11084230114616637,-0.7787591316196969,-0.9243158204177292,-0.6180842140832338,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,0.7072690206521747,0.5635576815151876,0.17648115362821826,1.718286849424114,-0.44426427203957913,-0.02465633532528468,-0.8741762704374366,0.5696943140306182,-0.33029890415295116,0.3265801144203949,1.5020844069953088,-0.63473354405899,Seed Pokémon,1.382048125840094,-0.029464370606996203,0.6540550437344245,0.3866757493108799,Fushigibanaフシギバナ,Venusaur,2.0731277456827653,-1.6817618583410294,1.4307693767697442,1.6631433808268965,0.3915642447571221,0.29042847471571964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-1.0094794590586114,-0.12448178802883851,0.11084230114616637,1.1515117646293236,-0.9243158204177292,-0.6180842140832338,-0.8872032354101972,-0.3322289470927663,-0.03908249032061398,-0.7788904925643202,-1.1678820513744483,-0.4320297696336131,0.5635576815151876,0.17648115362821826,0.009243623218659324,3.0318599380255926,-0.9165724653529717,1.2178121964962565,0.6905936047520758,-0.33029890415295116,0.3265801144203949,1.5775089398644704,-0.63473354405899,Flame Pokémon,0.009021489119478504,-0.029464370606996203,0.38563653186972136,0.30757217826916555,Lizardonリザードン,Charizard,2.0731277456827653,-1.6693784518508377,2.5443054159688088,1.4843107592326066,1.0861942056055771,0.2044088067904903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.6270172960637276,-0.12448178802883851,0.11084230114616637,1.1515117646293236,-0.13068242249456036,-0.9184615891517213,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-1.1678820513744483,0.7072690206521747,0.5635576815151876,0.17648115362821826,0.009243623218659324,3.0318599380255926,-0.02465633532528468,-0.17684678145953892,-1.0926709333894231,-0.5092108105691331,0.3265801144203949,-0.42543143299437974,-0.63473354405899,Butterfly Pokémon,-0.8453061959511267,-0.42944402880566973,-0.15120049185968473,-0.4043599611062632,Butterfreeバタフリー,Butterfree,-0.20242129743956855,-1.6446116388704544,0.4677111807056883,0.23248240807257695,0.04424926433289456,-0.3252912535911851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.6270172960637276,-0.12448178802883851,0.11084230114616637,-0.13533549953669005,-0.9243158204177292,-0.9184615891517213,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,-0.4320297696336131,0.5635576815151876,-0.6087184175946564,1.718286849424114,0.7144437979821447,-0.02465633532528468,-0.17684678145953892,-1.3949191601930668,-0.5092108105691331,0.3265801144203949,-2.1015321634201958,2.2594844427353813,Hairy Pokémon,-1.4555402567158446,-0.42944402880566973,-0.8669831901655597,-1.1953956715234064,Beedleビードル,Weedle,-0.20242129743956855,-1.640483836707057,-1.638978623184434,-1.9135090510589026,-0.6503806965155605,-0.5860666679329329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.6270172960637276,-0.12448178802883851,0.11084230114616637,-0.13533549953669005,-0.9243158204177292,-0.9184615891517213,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,-0.4320297696336131,0.5635576815151876,-0.6087184175946564,1.718286849424114,0.7144437979821447,-0.02465633532528468,-0.17684678145953892,-1.6971673869967108,-0.5092108105691331,0.3265801144203949,-2.017727126898905,0.3989157369389997,Cocoon Pokémon,-0.8453061959511267,-0.42944402880566973,-0.5985646783008567,-0.9976367439191206,Cocoonコクーン,Kakuna,-0.20242129743956855,-1.6363560345436599,-1.4885007800494254,-1.7346764294646124,-1.1713531671519017,-0.5244946951022426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.6270172960637276,-0.12448178802883851,0.11084230114616637,-0.13533549953669005,-0.9243158204177292,-0.9184615891517213,0.948998485637773,1.0708902609335353,-0.03908249032061398,-0.7788904925643202,-0.07118017017406356,-0.4320297696336131,0.5635576815151876,-0.6087184175946564,1.718286849424114,0.7144437979821447,-0.02465633532528468,-0.17684678145953892,2.0809354480488373,-0.5092108105691331,0.3265801144203949,0.41261893221852824,-0.63473354405899,Poison Bee Pokémon,-1.1504232263334857,-0.42944402880566973,-0.24067332914791917,-0.20660103350197745,Spearスピアー,Beedrill,-0.20242129743956855,-1.6322282323802628,-1.7894564663194428,0.23248240807257695,2.649111617514601,-0.34792800830835074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.6270172960637276,-0.12448178802883851,0.11084230114616637,1.1515117646293236,-0.13068242249456036,-0.01732946394625883,-0.2751359950608738,-0.3322289470927663,-1.750484171728546,-0.5202963625509466,-1.1678820513744483,0.7072690206521747,0.5635576815151876,0.17648115362821826,0.009243623218659324,0.7144437979821447,-0.02465633532528468,-0.17684678145953892,-1.0926709333894231,-0.5092108105691331,0.3265801144203949,-1.6322239589009673,2.2594844427353813,Tiny Bird Pokémon,-1.1504232263334857,-0.029464370606996203,-0.8669831901655597,-1.1953956715234064,Poppoポッポ,Pidgey,-0.20242129743956855,-1.6281004302168656,-1.1875450937794079,-1.3770111862760326,-0.44199170826102396,-0.5987432505745458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
